Year,X,Y
2009,-119.6024516,35.8567368
2009,-119.6356205,35.88001372
2009,-119.6356978,35.92348707
2009,28.59504,-24.94235
2009,28.59913,-24.94095
2009,28.50985,-24.95763
2009,28.50617,-24.96012
2009,28.48956,-24.98591
2009,28.38568,-25.04065
2009,28.39704,-25.0201
2009,28.45015,-25.01944
2009,28.44903,-25.01706
2009,28.44665,-25.01226
2009,28.4786,-25.04
2009,28.45313,-25.0366
2009,28.44105,-25.03388
2009,28.43721,-25.03573
2009,28.43316,-25.03793
2009,28.44869,-25.05872
2009,28.45007,-25.06164
2009,28.45202,-25.06605
2009,28.48118,-24.98127
2009,28.48244,-24.97623
2009,28.48639,-24.9741
2009,28.46251,-24.97306
2009,28.46659,-24.97228
2009,28.47176,-24.97189
2009,28.48096,-25.0231
2009,28.47926,-25.02017
2009,28.47704,-25.01613
2009,28.5351,-24.91449
2009,28.52961,-24.91625
2009,28.52561,-24.91724
2009,28.36764,-24.99497
2009,28.36798,-24.99949
2006,-121.5375256,36.60710417
2007,-121.527945,36.6080875
2008,-121.527945,36.6080875
2007,-121.8265656,37.00236139
2007,-121.7013367,36.69490417
2008,-121.7013367,36.69490417
2006,-121.8501667,36.53040111
2007,-121.8446431,36.53475306
2008,-121.8446431,36.53475306
2006,-121.2728275,36.28886333
2006,-121.3617781,36.39363833
2006,-121.5536369,36.54893222
2007,-121.552375,36.54341028
2008,-121.55355,36.54636
2006,-121.7962672,36.837135
2007,-121.7961647,36.84017056
2008,-121.79065,36.83154
2006,-121.7578958,36.98427028
2007,-121.7730519,36.82892139
2008,-121.75357,36.83209
2006,-121.8699878,36.94441583
2006,-121.4291439,36.89865694
2007,-121.4306275,36.89317056
2008,-121.43411,36.89444
2008,-121.53213,36.94824
2006,-121.7923331,36.90951194
2007,-121.7977833,36.91177
2008,-121.7958,36.90199
2006,-121.3205958,36.84651611
2007,-121.3067525,36.85292694
2008,-121.30519,36.84432
2006,-121.4999233,36.85799194
2007,-121.5025919,36.85885972
2008,-121.5025919,36.85885972
2006,-122.2731936,37.10725556
2006,-122.2094647,37.02094778
2006,-122.1139069,36.97071472
2007,-122.3039494,37.11909889
2008,-122.1139069,36.97071472
2008,-121.68525,36.64996
2007,-121.3549581,36.45605111
2008,-121.31094,36.41002
2006,-121.6637572,36.65374028
2007,-121.6528058,36.65471806
2008,-121.6528058,36.65471806
2006,-122.0552697,36.98301528
2007,-122.0552697,36.98301528
2008,-122.0552697,36.98301528
2007,-121.5453886,36.62482111
2008,-121.581059,36.693612
2008,-121.527945,36.6080875
2009,-121.527945,36.6080875
2008,-121.7013367,36.69490417
2009,-121.7013367,36.69490417
2008,-121.8446431,36.53475306
2009,-121.8446431,36.53475306
2008,-121.5025919,36.85885972
2009,-121.5025919,36.85885972
2009,-122.2731936,37.10725556
2008,-122.1139069,36.97071472
2009,-122.1139069,36.97071472
2009,-121.5453886,36.62482111
2008,-121.31094,36.41002
2008,-121.6528058,36.65471806
2009,-121.6528058,36.65471806
2008,-122.0552697,36.98301528
2009,-122.0552697,36.98301528
2008,-121.581059,36.693612
2009,-121.581059,36.693612
2012,-76.85595,42.60409722
2012,-76.35871111,42.51069722
2012,-76.30619167,42.61120278
2012,-77.05095833,42.87841944
